chr,start,end,state,GC,CpG,nCGm,LINE,SINE,NLp,ins.std,del.std,sub.std,microsat.std
14,45000001,46000001,4,35.8063,0,3681,538,224,679,-0.145073324,0.934494275,-0.638712397,-0.378490022
14,46000001,47000001,4,34.8084,1,4403,447,312,779,-1.141438874,-1.128028365,-1.340410519,0.135883339
14,47000001,48000001,4,35.7037,1,4107,493,265,756,-1.087461368,-0.581977076,0.569989496,2.138700409
14,48000001,49000001,4,36.9966,0,3859,508,289,618,0.372444819,-0.91201532,0.139218179,-0.569231985
14,49000001,50000001,4,41.6966,16,7293,558,1129,167,-2.526467623,-1.778883087,-2.788770808,-0.985438297
14,50000001,51000001,4,40.126,8,6594,471,589,174,-0.877246746,-1.155948172,-1.687971363,-2.431399278
14,51000001,52000001,4,40.386,5,5374,482,501,111,-2.084200987,-1.505817371,-2.320157025,0.43968697
14,52000001,53000001,4,39.2679,7,7310,487,708,294,-3.107184211,-2.760631689,-2.912909243,0.337626358
14,53000001,54000001,4,39.5974,6,5946,476,429,834,0.220026517,1.226182894,1.043707106,1.239076158
14,54000001,55000001,4,41.751,13,7432,460,884,142,0.453947323,0.519754254,0.463224934,0.354139555
14,55000001,56000001,4,40.2951,3,6872,494,459,558,1.370126867,1.526175546,0.451263012,-0.980831561
14,56000001,57000001,4,39.5982,9,5144,441,592,862,-0.124934364,-0.742322526,-1.523142399,0.718800006
14,57000001,58000001,4,39.6367,8,6023,477,629,614,-1.604866526,-1.902295892,-2.006493024,0.687210516
14,58000001,59000001,4,39.749,3,5910,451,533,97,-0.163272702,-0.207060641,-0.828843879,-1.384872653
14,59000001,60000001,4,38.2821,12,4073,566,403,530,0.940317799,0.452194588,-0.899391046,-1.211118917
14,60000001,61000001,4,40.0194,12,5338,493,607,184,-0.208040264,-1.116632127,0.290814711,0.436105467
14,61000001,62000001,4,39.4781,8,5663,538,472,245,-0.726425174,-0.568407999,-0.945549695,-1.050996398
14,62000001,63000001,4,37.8925,1,6107,560,404,296,0.553180185,0.488162535,1.790593378,-0.107958024
14,63000001,64000001,4,41.6804,8,8690,487,1285,115,0.0050588,-1.141542547,-1.001973129,0.734338683
14,64000001,65000001,4,44.7767,16,5970,395,980,140,-0.385712576,0.40876747,0.111126864,-2.216825438
14,65000001,66000001,4,40.2754,0,5257,476,470,728,0.161628919,-0.951766379,-0.250604568,-0.068906972
14,66000001,67000001,4,37.8213,4,5480,514,610,557,-0.011864804,-0.291967919,0.039347741,0.131747892
14,67000001,68000001,4,40.9849,7,7237,465,740,139,-0.738888693,-0.685256025,0.098647696,-0.802437444
14,68000001,69000001,4,45.4802,11,7004,550,852,76,-0.080777708,-0.406859767,-1.597301817,-2.488523553
14,69000001,70000001,4,43.8646,13,5041,425,727,439,0.877336399,1.727546614,0.383904421,-1.13475507
14,70000001,71000001,4,41.2192,5,7135,500,682,312,1.552628622,2.726657886,1.149244944,0.448172237
14,71000001,72000001,4,40.7826,1,7203,488,561,607,-0.459462375,-0.805858124,-0.476261828,-1.052784623
14,72000001,73000001,4,44.7532,10,7062,494,1089,72,-0.274060996,-0.450769628,0.659262029,-0.124447312
14,73000001,74000001,4,45.4623,22,6180,495,1494,105,3.265203401,1.862587185,1.757309943,-0.749749428
14,74000001,75000001,4,45.6662,18,6502,484,1062,131,0.184059932,0.116360699,0.174453115,-0.134794795
14,75000001,76000001,4,43.6242,12,6590,524,773,604,-0.312203807,-1.054948455,-1.914882368,0.183714751
14,76000001,77000001,4,47.4645,16,5488,472,1033,538,0.652544795,1.521137807,0.866174326,-0.369137338
14,77000001,78000001,4,43.9436,9,6652,448,1029,709,-0.536101338,-1.070111508,-0.69478431,-0.932753264
14,78000001,79000001,4,38.856,1,5011,377,575,967,1.028095634,0.413321729,-0.288809934,0.407124968
14,79000001,80000001,4,37.9355,1,4745,445,416,792,0.609138578,0.248809431,0.074975821,-0.276314812
14,80000001,81000001,4,38.522,4,6278,502,507,639,-1.044148185,-0.848628723,-3.359669089,-2.047270837
14,81000001,82000001,4,38.1033,1,5503,406,441,841,-2.42417681,-2.2987032,-1.102725538,-0.611404218
14,82000001,83000001,4,35.3534,0,4389,467,348,629,-0.866948084,0.486227327,0.477691047,-0.596868125
14,83000001,84000001,4,35.4202,0,5488,405,329,697,-0.390721403,-0.732470919,-1.527043596,0.407492006
14,84000001,85000001,4,36.5629,0,5597,390,383,508,-1.46204131,0.509704322,-1.873861043,-0.109468494
14,85000001,86000001,4,36.8541,3,4547,396,356,615,0.222717188,1.389512296,0.207782187,1.177963028
14,86000001,87000001,4,36.6117,0,3922,422,368,651,-1.038326503,-0.721893449,-0.396891494,0.323772877
14,87000001,88000001,4,40.122,4,4299,437,470,911,-0.963663554,-1.4510118,-0.278450088,-1.374498847
14,88000001,89000001,4,41.8825,9,6959,471,723,261,0.737544071,0.427344083,0.925544739,-1.583660851
14,89000001,90000001,4,43.1365,10,6787,439,911,363,0.164086667,-0.512411398,-0.779241973,0.053488808
14,90000001,91000001,4,45.9162,14,7060,499,933,545,-0.790987285,-0.270763737,-0.297958023,-0.208920495
14,91000001,92000001,4,42.6255,9,6201,554,882,607,-0.447368543,-1.013057636,-1.517290393,-1.726734306
14,92000001,93000001,4,46.4659,12,6540,463,1029,333,-0.921207515,-0.230522639,-0.100795272,0.598323923
14,93000001,94000001,4,44.4283,5,5367,508,706,769,-1.466545328,-0.717287247,-0.470031437,0.77110225
14,94000001,95000001,4,46.3586,8,5026,508,830,871,-1.308154788,0.162680926,-1.63671624,-0.160890142
14,95000001,96000001,4,45.1578,8,5599,516,767,600,-0.892119088,-0.913073019,-1.140518457,-1.495911193
14,96000001,97000001,4,43.0081,6,5960,494,637,891,-1.021096487,-1.180673825,-3.082756995,-0.8692334
14,97000001,98000001,4,41.5517,0,6227,379,548,946,-1.067397872,-0.87231131,-1.263329206,-1.062904697
14,98000001,99000001,4,44.8377,7,6574,480,696,833,0.568290584,1.340397847,0.079675994,1.139445553
14,99000001,100000001,4,48.8832,24,6323,511,978,92,-0.060589385,-0.651247951,-0.475591032,-0.563256569
14,100000001,101000001,4,48.078,19,3890,464,467,280,0.784640614,0.579269927,0.53911354,-0.292108167
14,101000001,102000001,4,47.1227,23,7481,540,986,159,-2.027503787,-1.570626774,-1.968346863,0.394007699
14,102000001,103000001,4,48.6635,25,7909,469,1138,91,-0.41396722,-1.11086345,-0.694929951,-1.758483734
14,103000001,104000001,4,50.9163,33,5580,391,872,300,1.404250374,0.138857249,0.64503785,-0.519224783
14,104000001,105000001,4,56.1633,72,3985,428,601,170,-0.747598622,-0.212924693,1.528765947,-0.661279825
15,19000001,20000001,4,36.9835,8,631,484,401,436,-0.310917762,-0.76925168,-0.298104723,1.347348018
15,20000001,21000001,4,39.8203,13,3631,460,886,182,-0.16449654,0.236897983,-0.849184105,-1.965491095
15,21000001,22000001,4,38.9043,4,1507,585,505,528,-0.829204287,-0.723810119,-0.178415658,-0.161470422
15,22000001,23000001,4,40.3311,8,4822,519,425,512,-0.170395656,0.729925149,-0.367238575,-0.075843186
15,23000001,24000001,4,42.8615,7,5912,516,486,510,-2.124904736,-2.678282054,-1.626617692,-1.502514825
15,24000001,25000001,4,39.0851,8,6505,519,383,798,1.903581018,1.78229312,0.980268899,0.129668187
15,25000001,26000001,4,37.5896,7,4875,482,277,676,0.686983999,0.391461237,0.797822738,-0.823415034
15,26000001,27000001,4,34.5935,19,3486,387,631,108,0.086365819,0.214052251,-0.361072363,0.912694848
15,27000001,28000001,4,43.8544,8,7172,597,563,497,-1.615899696,0.515078844,-0.294478401,0.561560308
15,28000001,29000001,4,42.6758,13,2741,556,674,431,0.437922365,-0.939234444,-0.333011707,1.546862132
15,29000001,30000001,4,44.8004,11,5314,564,451,538,-0.487953233,-0.593408723,-1.268544661,-1.046439774
15,30000001,31000001,4,41.7689,9,3159,505,548,417,0.258987119,-0.12626393,-1.09526552,0.452408931
15,31000001,32000001,4,40.9497,2,5873,417,551,717,-1.164920646,0.824490149,-1.115569285,0.84997101
15,32000001,33000001,4,40.9911,10,4797,475,702,241,0.732898865,0.594329626,-0.9429985,0.173651399
15,33000001,34000001,4,37.6311,5,6308,480,517,166,-0.403524878,0.054557905,-1.120111915,-1.142651302
15,34000001,35000001,4,36.9978,4,5827,415,403,129,0.276057318,1.059249388,-0.074517645,0.719218618
15,35000001,36000001,4,37.1438,6,3592,433,331,481,1.399482974,0.955095536,0.893150183,0.87394832
15,36000001,37000001,4,39.6002,4,4857,494,471,171,-0.654853757,0.717569734,0.442428903,-0.480358352
15,37000001,38000001,4,39.5344,3,5870,476,387,58,0.728302202,-0.150990442,1.486125599,0.225266003
15,38000001,39000001,4,47.1708,30,8093,450,1090,86,0.00965924,-1.772322627,-0.702523981,-0.526624248
15,39000001,40000001,4,46.4509,26,9783,394,1426,107,-1.291181221,-0.480981729,-0.657879748,0.555468707
15,40000001,41000001,4,43.4604,11,7959,575,935,106,-1.244544339,-1.966395271,-0.559161278,-0.604464896
15,41000001,42000001,4,43.8183,18,7769,474,1085,81,0.746420164,0.471740667,0.643274179,0.014776591
15,42000001,43000001,4,41.1991,6,6401,501,1112,202,-0.132323059,-0.850340031,0.451489856,0.249798203
15,43000001,44000001,4,43.3296,19,3469,423,871,615,-0.103897446,-0.964553639,-1.013856498,0.473668155
15,44000001,45000001,4,37.1002,0,5182,501,256,740,-1.089794796,-0.675874054,0.559033895,-0.67317997
15,45000001,46000001,4,38.2315,2,5156,492,362,833,-0.40874746,-1.268681732,-2.344814238,-1.475428328
15,46000001,47000001,4,38.9059,6,5822,428,482,417,0.120693823,-0.044250271,0.611960265,-0.174990527
15,47000001,48000001,4,37.8047,5,5082,550,388,81,-0.488114321,-0.83939981,-1.033641518,-0.271111231
15,48000001,49000001,4,40.2481,6,7230,563,1062,131,0.066479891,0.482889368,-0.284858503,-1.404461919
15,49000001,50000001,4,40.9004,8,5060,556,602,302,1.37276277,-0.130974572,-0.569422661,1.326819034
15,50000001,51000001,4,41.9588,15,7327,519,839,249,-1.751142355,-1.640088796,-0.893505242,-2.135380176
15,51000001,52000001,4,38.4042,1,4076,492,432,880,-0.453903169,-1.677788869,-0.936037483,0.090573483
15,52000001,53000001,4,36.5908,0,3660,562,331,744,0.127085759,0.511011974,0.810079725,1.895595565
15,53000001,54000001,4,40.1246,7,4132,554,813,295,-1.529984346,-0.37488055,-0.878679505,1.200466376
15,54000001,55000001,4,37.9254,7,5091,681,466,226,1.143214027,0.591166461,0.207225789,0.118783331
15,55000001,56000001,4,40.8614,5,6742,452,669,397,-1.566524114,-2.382903825,-1.244925312,0.89108995
15,56000001,57000001,4,40.7916,4,6499,513,744,358,0.369859708,0.333680629,-0.164969605,-1.210254233
15,57000001,58000001,4,41.7533,9,7616,467,988,386,-0.881443343,0.050107236,-0.57027765,-2.295101975
15,58000001,59000001,4,40.9292,8,6678,407,637,426,-0.085274821,0.470335389,-0.312619054,-0.351343743
15,59000001,60000001,4,40.4318,2,5448,502,572,816,0.762683358,1.554830277,0.094833757,-0.329854321
15,60000001,61000001,4,42.1246,6,6762,430,642,262,-0.888904379,-0.372063656,-0.427600497,-2.06872807
15,61000001,62000001,4,42.7937,12,7382,458,871,67,-2.302253208,-2.294418785,-3.723748757,-1.800836161
15,62000001,63000001,4,44.9251,15,8241,401,1432,68,-2.42147146,-2.462419001,-2.349272567,0.043167134
15,63000001,64000001,4,44.2599,20,7169,503,1277,106,-0.565162497,-1.011651395,-1.267888441,-0.808028542
15,64000001,65000001,4,47.472,13,6585,479,1172,205,1.07297742,1.520861217,1.333021789,0.557857611
15,65000001,66000001,4,42.4627,12,6028,502,848,105,-0.180050882,-0.89772242,0.694426938,0.63689807
15,66000001,67000001,4,44.6336,8,4839,583,881,119,0.609478515,1.059420528,-0.585652465,0.425972879
15,67000001,68000001,4,44.653,8,5242,493,771,397,0.039310295,0.412167539,-0.632543078,1.160603593
15,68000001,69000001,4,45.6339,7,5088,479,780,366,-0.117026396,-0.555582469,-1.086322133,-1.208137048
15,69000001,70000001,4,41.2881,3,6502,580,611,91,-1.22436203,-1.165911981,-1.334425499,-0.951513944
15,70000001,71000001,4,42.5444,13,5721,637,911,178,0.358018316,0.732122446,0.386668445,0.69314225
15,71000001,72000001,4,43.6207,7,5981,581,637,433,-0.512889771,-0.17891802,-0.509116877,-0.19675293
15,72000001,73000001,4,50.2799,24,5233,482,1021,105,-0.657062652,-2.179603888,-2.773971062,1.915252609
15,73000001,74000001,4,47.9499,24,7040,449,1249,76,-1.58399995,-0.654239414,-0.883085762,-0.758088575
15,74000001,75000001,4,40.2708,10,5120,685,630,426,-0.332548688,-0.714035178,-0.740878527,-0.00430858
15,75000001,76000001,4,46.3686,10,5607,521,779,162,-0.479115748,-0.534510869,-1.762510774,0.632277575
15,76000001,77000001,4,47.0383,21,6185,489,1069,282,-0.988313122,-1.063545588,-1.025662313,0.489062682
15,77000001,78000001,4,43.583,7,4334,565,551,727,0.103921937,0.216441558,0.012094582,1.106968642
15,78000001,79000001,4,43.9201,6,5770,556,717,249,0.113374955,0.666309392,0.457500695,-0.82938693
15,79000001,80000001,4,41.3379,5,4791,580,580,456,-0.505361524,-0.59178119,-0.12915608,-1.660732213
15,80000001,81000001,4,41.9164,17,2453,386,635,176,-0.271479046,-0.072225736,1.380082522,-0.0923284
15,81000001,82000001,4,43.1647,15,5227,665,833,578,0.288791437,-0.628043245,-0.955307986,-0.863757106
15,82000001,83000001,4,39.4275,11,3201,487,566,498,-0.229510358,-1.459426375,-1.510019525,0.03187012
15,83000001,84000001,4,43.7603,8,5907,521,929,54,-0.64454057,-1.977596712,-2.054240517,1.673630229
15,84000001,85000001,4,41.6386,5,6411,429,601,752,0.081659892,-0.987453447,-1.730654342,-2.246940052
15,85000001,86000001,4,38.4362,0,5708,513,452,888,-0.176454894,-0.898997954,-1.886920941,1.452478398
15,86000001,87000001,4,44.6329,4,4535,435,636,816,0.612790295,-0.188191157,0.500520177,-0.158501474
15,87000001,88000001,4,46.548,28,5988,516,890,244,-1.506038336,-2.055954023,-1.886953381,-0.742413391
15,88000001,89000001,4,46.4805,20,6091,531,1265,79,-0.648837308,0.725607749,-1.066783263,0.579617558
15,89000001,90000001,4,43.397,17,6126,583,847,589,0.945980775,-0.93386645,-0.30641114,-1.04541737
15,90000001,91000001,4,43.9203,4,6310,485,501,975,1.160589418,0.778277416,0.272229472,0.993747933
15,91000001,92000001,4,43.4667,12,7359,477,847,636,0.468202164,-0.253042455,-0.750523221,0.32566502
15,92000001,93000001,4,38.8822,1,5113,477,444,793,0.889808702,0.261360176,0.624479348,-0.403765527
15,93000001,94000001,4,38.3408,3,6110,482,461,718,0.378668725,-0.455479165,-0.094430722,-1.93764726
15,94000001,95000001,4,39.766,16,4618,340,536,501,-0.934984921,-0.349412431,-0.254969383,-1.124480568
15,95000001,96000001,4,37.8773,1,4988,482,350,848,0.518236958,1.456695853,0.355129541,-0.29050646
15,96000001,97000001,4,40.9744,4,4261,452,541,820,-0.99156824,-0.896777524,-1.148512868,-0.468759073
15,97000001,98000001,4,43.2594,12,6598,494,613,127,-1.103536,-1.045680529,-1.950944588,0.838110673
15,98000001,99000001,4,42.9839,12,4066,478,458,684,0.568661466,0.422852467,-1.159086469,0.53510988
15,99000001,100000001,4,46.8098,13,5469,506,484,404,-1.211354283,0.076037088,0.555108382,1.181313587
16,1,1000001,4,57.3848,129,5870,248,866,126,-1.457367175,-0.60988321,-1.274541207,0.894735374
16,1000001,2000001,4,57.7929,127,5443,263,820,148,-0.436872524,-0.381029917,-0.178764696,-1.560039733
16,2000001,3000001,4,55.0235,93,4712,293,1008,134,-0.178800368,1.490112759,1.383981441,1.076950627
16,3000001,4000001,4,48.7768,55,6647,417,1206,138,1.091264659,0.556296664,0.272659245,-1.381588357
16,4000001,5000001,4,51.5621,41,8014,385,1513,121,0.854513732,1.106304848,-0.310377355,-1.247084461
16,5000001,6000001,4,45.604,5,5844,537,944,691,-0.827050513,-0.686466179,-1.180547217,0.966007611
16,6000001,7000001,4,41.2882,2,6492,459,765,849,-0.556167205,-0.832122624,-2.669338056,-1.749158178
16,7000001,8000001,4,41.1352,3,5866,432,686,912,0.621972659,1.09255779,1.177957698,1.444297253
16,8000001,9000001,4,43.6336,9,5480,502,1102,679,0.463047276,-0.057376567,-0.868232686,0.304978264
16,9000001,10000001,4,43.2156,1,5937,539,1071,783,-1.044053204,-1.380751483,0.73249822,-1.101220515
16,10000001,11000001,4,45.4223,13,5917,534,1170,458,-0.694136236,-1.007096021,-0.090590846,-3.439952308
16,11000001,12000001,4,48.3321,15,8295,484,1401,110,-0.314185862,-0.118494437,-0.132092955,1.937393214
16,12000001,13000001,4,45.8926,6,6410,541,1085,470,-1.74213861,-0.603695069,-1.329180534,-1.415400089
16,13000001,14000001,4,41.9647,1,6662,584,864,837,-0.353502829,-0.681036797,-1.211984513,0.63786925
16,14000001,15000001,4,44.6958,18,6948,500,1230,169,0.278775821,-0.209292079,-0.096621602,1.092501609
16,15000001,16000001,4,46.2327,13,6306,454,1458,141,0.796959754,0.490553062,-0.347052256,0.776882627
16,16000001,17000001,4,45.816,11,4462,535,1200,419,0.731264181,0.006082431,-0.687395244,-0.537375692
16,17000001,18000001,4,43.4696,0,7077,532,953,593,-0.867472429,0.065238529,0.472998905,-1.137356603
16,18000001,19000001,4,44.8479,19,3845,506,1234,349,-0.714365825,-0.81718843,-0.66918596,0.971327717
16,19000001,20000001,4,44.7339,12,7579,455,1300,593,-1.393304611,-0.183773517,-0.176511765,-0.678941017
16,20000001,21000001,4,42.6962,4,4301,509,926,773,1.069884834,1.725806607,1.110408378,0.100273856
16,21000001,22000001,4,43.7706,15,4473,440,1231,260,0.142334512,0.633043648,0.051947215,-0.900232564
16,22000001,23000001,4,44.2972,12,6288,575,1088,575,0.353409378,1.184514132,1.846223522,0.01529674
16,23000001,24000001,4,45.2195,13,7279,599,1332,647,1.349004662,0.069120891,-0.203389846,0.533529646
16,24000001,25000001,4,43.802,6,6866,562,1272,464,-1.214802238,-1.158270682,-1.161931855,0.543546998
16,25000001,26000001,4,42.3395,4,6782,615,949,791,-2.50472338,-2.048989408,-2.470390924,0.176579667
16,26000001,27000001,4,42.0689,0,5496,664,773,856,1.129035014,1.356177314,2.208416849,0.646539015
16,27000001,28000001,4,47.9469,6,6218,600,1172,355,-0.092763854,0.562663624,0.165060054,-0.326976288
16,28000001,29000001,4,49.1899,28,4773,419,1735,93,-0.498623864,1.176978706,-0.080585269,-1.126297245
16,29000001,30000001,4,49.5106,40,4128,376,1350,89,-0.222586918,-0.09597774,0.619073546,0.368905992
16,30000001,31000001,4,50.4712,61,4555,376,1731,122,0.513902842,0.413372527,-1.495054403,-1.783789461
16,31000001,32000001,4,45.1139,29,2441,490,831,336,-1.266688345,-1.794038514,-0.915961482,-1.162922319
16,45000001,46000001,4,41.3226,11,6169,541,835,349,0.524781284,-0.815910304,-0.167250911,0.044396083
16,46000001,47000001,4,41.473,4,6684,545,635,344,0.312704738,0.698363985,-0.395245085,0.108899995
16,47000001,48000001,4,43.3864,7,4009,595,720,694,1.278816477,1.520223838,2.57336848,0.199342273
16,48000001,49000001,4,47.7699,12,6971,461,980,609,-0.23992912,-0.960196061,-1.017620215,0.033265672
16,49000001,50000001,4,45.2797,11,5402,456,715,903,-1.022972218,-0.837047287,-0.755416886,0.210307024
16,50000001,51000001,4,39.6903,0,6225,419,555,911,-0.406754312,-1.418375323,0.250119344,-0.282988678
16,51000001,52000001,4,40.0131,5,6968,589,758,668,0.793914433,1.042829685,0.171901616,0.480123662
16,52000001,53000001,4,41.908,7,6682,508,766,608,1.123072078,0.226811564,0.344450019,0.099866158
16,53000001,54000001,4,43.2582,8,4575,434,716,1023,-1.357644902,-0.937432394,-2.005331826,-0.062389214
16,54000001,55000001,4,43.7601,7,4345,492,578,779,-1.699331645,-2.105054789,-1.369139488,-1.055793047
16,55000001,56000001,4,46.5899,25,6161,507,1151,114,-0.10660945,-0.784950677,-0.84492408,-0.229090072
16,56000001,57000001,4,48.5749,23,4836,553,1090,296,-0.41421829,-0.194172872,-1.624647657,-0.915645324
16,57000001,58000001,4,41.4933,7,6826,499,903,643,1.451642852,0.188192372,-2.013210205,0.94352477
16,58000001,59000001,4,37.0013,1,5558,474,476,649,-0.370517311,-0.020675056,-0.344741665,0.42514542
16,59000001,60000001,4,35.9432,0,4353,457,433,833,-1.810902778,0.199645413,-0.096078782,-0.498367645
16,60000001,61000001,4,36.6387,1,4918,454,547,876,-0.245955181,-0.811945451,-2.265132507,-0.479120125
16,61000001,62000001,4,36.5595,0,5239,434,426,806,0.880934285,-0.57036,0.083383582,-0.928974518
16,62000001,63000001,4,36.3357,0,4980,486,496,810,0.560349932,-0.702693104,-0.663565741,-0.90890776
16,63000001,64000001,4,38.2679,2,4776,478,581,559,-1.573098867,-1.351780174,-1.925092844,-0.60959358
16,64000001,65000001,4,43.8169,3,6121,493,699,755,-1.286939351,-1.606568615,-1.607235938,0.784612891
16,65000001,66000001,4,48.2851,41,5338,466,1194,144,-0.480377117,0.203549243,-2.186436031,-1.409633245
16,66000001,67000001,4,49.6849,34,7521,373,1355,140,-1.20569113,-0.622772075,-0.69585845,-0.371945769
16,67000001,68000001,4,45.7119,18,9216,506,1572,203,-0.040286444,-0.082631043,-1.603804849,0.643484711
16,68000001,69000001,4,45.0227,13,9123,448,1484,72,-0.51796738,0.318540922,-0.640937282,-0.649672317
16,69000001,70000001,4,45.2742,12,7394,577,851,630,-0.072051885,0.49930877,-1.159801903,-0.947931667
16,70000001,71000001,4,42.9247,12,5812,473,957,605,0.574867046,0.478856307,-0.153449803,0.951987888
16,71000001,72000001,4,42.2163,7,5444,425,671,398,-1.513430581,-1.963581686,-0.070191205,-1.264999262
16,72000001,73000001,4,41.3608,3,6036,412,742,910,-0.743050968,-0.652622336,-2.713301482,1.566417157
16,73000001,74000001,4,45.7045,13,9119,581,1297,159,0.067921675,-0.883869051,-0.567411797,-2.051439189
16,74000001,75000001,4,39.81,11,3825,584,667,640,-0.063931155,-0.304960133,-0.988290883,-1.302283737
16,75000001,76000001,4,37.9319,4,3935,546,464,865,-2.147718249,-2.668599172,-1.70591598,-0.212680193
16,76000001,77000001,4,42.4094,5,6147,360,856,927,0.287234522,0.952540827,1.037005359,0.15115808
16,77000001,78000001,4,43.1376,0,7065,306,790,950,0.102016182,0.128882964,-1.07839626,-0.915500142
16,78000001,79000001,4,41.6593,3,5343,434,609,784,-0.715309023,-0.435907447,-1.255808965,-0.011485405
16,79000001,80000001,4,43.3212,8,5216,580,928,655,-1.187489901,-0.020975275,-1.242963058,0.486392833
16,80000001,81000001,4,45.8787,7,5786,544,840,637,-0.686156709,-0.997014179,-1.499904493,-2.161759155
16,81000001,82000001,4,41.8062,1,5718,451,589,784,-1.000106544,-1.381803895,-0.557495717,0.145577642
16,82000001,83000001,4,46.9102,17,5900,476,833,471,-0.630176245,-0.268288112,-0.057106748,1.087764739
16,83000001,84000001,4,51.1622,23,6746,435,1087,119,0.640270256,0.3161337,1.647661806,-1.130664395
16,84000001,85000001,4,51.2311,28,5026,369,806,143,-0.558401747,-0.263868576,-0.911382038,1.007107896
16,85000001,86000001,4,49.0002,23,4931,408,735,129,-1.030745407,-0.834874054,0.033090162,-1.329490591
16,86000001,87000001,4,51.7798,59,6557,327,772,125,1.547043607,0.136272582,0.067792789,1.335808337
16,87000001,88000001,4,57.7683,112,5121,302,663,138,0.460212942,-0.246829699,-0.117256343,0.495553423
17,1,1000001,4,48.6093,42,6475,453,1069,116,-1.29773645,-0.617965272,-0.724999371,-0.683598224
17,1000001,2000001,4,51.3799,47,7566,335,1585,113,0.475295749,0.504166128,0.659637828,0.649398566
17,2000001,3000001,4,47.7586,20,8066,500,1288,261,-0.273309949,0.397370801,-1.986430947,-1.010483149
17,3000001,4000001,4,47.1265,24,6077,601,960,355,-0.867410299,-1.081064191,-1.266537817,-0.489930895
17,4000001,5000001,4,49.7673,33,6520,459,1371,137,-1.490139298,0.173491537,-0.268552924,-2.032530186
17,5000001,6000001,4,45.3148,10,7045,591,993,578,-1.453571848,-1.899057189,-1.384850347,-0.100451409
17,6000001,7000001,4,46.5745,17,3968,615,817,573,-0.220996806,-0.526274835,-0.730961387,0.694258293
17,7000001,8000001,4,51.4477,72,4236,435,1105,125,-2.458164869,-2.748845165,-2.034586388,-0.724087385
17,8000001,9000001,4,46.6155,26,6877,585,996,474,-1.017312789,-0.502138034,-0.645367429,0.205311137
17,9000001,10000001,4,45.881,6,5847,531,981,684,-1.077704096,-1.502181833,-0.526315369,-0.297468256
17,10000001,11000001,4,42.9718,4,5727,503,756,819,-1.56878445,-0.272044726,0.101028876,0.87321787
17,11000001,12000001,4,42.2346,5,5664,509,626,770,-0.948017911,-0.99653768,-1.284211489,0.719210302
17,12000001,13000001,4,41.424,4,6130,573,650,627,0.977565111,0.042568023,1.006481957,-2.47742596
17,13000001,14000001,4,39.6421,3,5944,506,549,506,-0.919930239,0.703619209,-1.232864367,1.449097913
17,14000001,15000001,4,40.9688,7,5952,584,533,620,0.643217691,1.331551808,0.81342407,0.407163379
17,15000001,16000001,4,43.2619,12,6655,565,744,198,-1.96295468,-1.746603502,-2.453007092,-1.058734237
17,16000001,17000001,4,46.215,16,5074,580,976,149,-2.010660667,-1.413747755,-2.529722919,0.377024371
17,17000001,18000001,4,51.3156,30,5512,506,1126,106,0.084985673,0.204245219,-0.685496108,-0.637756817
17,18000001,19000001,4,48.0941,27,4972,471,1182,107,-1.399077794,-0.41768148,-1.659195346,-0.82179765
17,19000001,20000001,4,46.1274,23,6528,633,1198,245,-1.582570044,-0.719068958,-0.395262837,-0.055938195
17,20000001,21000001,4,43.7909,12,4904,532,837,261,-0.10559616,-1.471325505,-2.370944248,-0.540801927
17,21000001,22000001,4,41.1311,18,2644,423,651,360,1.007050551,0.9781421,0.073106327,0.141726818
17,23000001,24000001,4,45.6612,20,5813,471,1005,292,-0.914779341,-0.331308022,-1.035106884,-1.705587555
17,24000001,25000001,4,47.7184,32,8068,381,1382,97,-1.599790437,-1.099282462,-0.05724877,-0.092522102
17,25000001,26000001,4,41.1329,9,6094,566,951,81,1.058933896,0.087664335,0.504682991,1.171316031
17,26000001,27000001,4,44.1736,16,7155,517,1288,68,-0.205053193,0.246941682,0.392225387,-1.25183005
17,27000001,28000001,4,44.4079,13,7765,468,1377,197,-1.194132285,-0.653295302,-2.393648248,-2.255337503
17,28000001,29000001,4,43.7613,4,4542,576,804,933,-2.351680881,-0.634015835,-1.70906783,0.971080624
17,29000001,30000001,4,44.5974,6,3744,463,720,886,-0.311443072,-0.750584326,-0.25577389,-1.147257518
17,30000001,31000001,4,43.7879,16,4220,511,880,583,-0.8184059,-1.840053673,-2.337662881,0.866219873
17,31000001,32000001,4,41.0355,22,4436,419,848,336,1.001714701,-1.042996825,-1.356750659,-0.535499094
17,32000001,33000001,4,44.8914,16,9375,425,1133,253,-0.081711705,-1.410223982,-0.466727352,-0.780204506
17,33000001,34000001,4,42.3609,25,4420,465,1102,100,0.844115268,1.177599077,0.324636215,-0.240129091
17,34000001,35000001,4,48.1217,25,6514,416,1611,109,-2.063862854,-0.672892452,-1.893383574,0.003848781
17,35000001,36000001,4,49.236,34,6424,366,1203,120,-0.813507605,-1.252716075,-1.320478698,-0.419721837
17,36000001,37000001,4,42.4576,6,4113,452,612,172,-0.343157477,0.527316378,-0.210016354,-1.515895939
17,37000001,38000001,4,50.0847,39,7751,337,1448,101,-0.779674478,-1.00665077,-1.146683959,1.927389138
17,38000001,39000001,4,42.6475,36,6186,299,1373,103,-0.441636332,-1.333843059,-0.955088961,0.049171017
17,39000001,40000001,4,49.8155,37,5697,388,1383,97,0.84228704,-0.660986686,-0.080568328,-0.701167655
